ID,NrDocument,NrDocInitial,TipDoc,DocTypeXRP,DataDocEfectiva,DataScad,Semn,Moneda,AmountDoc,AmountDoc_RON,PlataPrin,CodClient,DenumireClient,ClasaClient
143302,VFDD0019481,NULL,F,INV,2023-03-30,2023-04-03,1,RON,1227.7200,1227.7200,NULL,CLI000003,Gamma Comert SRL,DISTR
143310,VFDD0019532,NULL,F,INV,2023-03-30,2023-06-28,1,RON,1523.2000,1523.2000,NULL,CLI000010,Kappa Moda SA,DISTR
143312,VFDD0019541,NULL,F,INV,2023-03-30,2023-04-03,1,RON,1309.1200,1309.1200,NULL,CLI000003,Gamma Comert SRL,DISTR
143343,VFDD0019668,NULL,F,INV,2023-04-03,2023-04-05,1,RON,1505.8300,1505.8300,NULL,CLI000003,Gamma Comert SRL,DISTR
143345,VFDD0019673,NULL,F,INV,2023-04-03,2023-07-03,1,RON,3332.0000,3332.0000,NULL,CLI000010,Kappa Moda SA,DISTR
143395,VFDD0019883,NULL,F,INV,2023-04-06,2023-07-05,1,RON,1913.5200,1913.5200,NULL,CLI000010,Kappa Moda SA,DISTR
144103,VRDD001256,NULL,F,CRM,2023-08-09,NULL,-1,RON,4940.8800,4940.8800,NULL,CLI000003,Gamma Comert SRL,DISTR
144140,VRDD0171014,NULL,F,CRM,2024-04-29,NULL,-1,RON,1245.8200,1245.8200,NULL,CLI000003,Gamma Comert SRL,DISTR
144181,VRDD017220,NULL,F,CRM,2022-07-20,NULL,-1,RON,396.8100,396.8100,NULL,CLI000003,Gamma Comert SRL,DISTR
144269,VRDD017595,NULL,F,CRM,2023-05-23,NULL,-1,RON,208.2500,208.2500,NULL,CLI000010,Kappa Moda SA,DISTR
144323,VRDD017797,NULL,F,CRM,2023-10-19,NULL,-1,RON,487.2400,487.2400,NULL,CLI000003,Gamma Comert SRL,DISTR
144495,OTT38654,NULL,F,INV,2021-11-02,2022-01-29,1,RON,69.3700,69.3700,NULL,CLI000010,Kappa Moda SA,DISTR
144510,OTT38729,NULL,F,INV,2021-11-15,2022-02-13,1,RON,2313.3600,2313.3600,NULL,CLI000010,Kappa Moda SA,DISTR
144518,OTT38783,NULL,F,INV,2021-11-24,2022-02-22,1,RON,3427.2000,3427.2000,NULL,CLI000010,Kappa Moda SA,DISTR
144534,OTT38859,NULL,F,INV,2021-12-14,2022-03-13,1,RON,6354.6000,6354.6000,NULL,CLI000010,Kappa Moda SA,DISTR
144550,VFDD0011008,NULL,F,INV,2022-03-03,2022-03-04,1,RON,2299.4400,2299.4400,NULL,CLI000003,Gamma Comert SRL,DISTR
144583,VFDD0011024,NULL,F,INV,2022-03-04,2022-06-01,1,RON,8382.3600,8382.3600,NULL,CLI000010,Kappa Moda SA,DISTR
144737,VFDD0011095,NULL,F,INV,2022-03-07,2022-03-08,1,RON,5467.1000,5467.1000,NULL,CLI000003,Gamma Comert SRL,DISTR
144868,VFDD00111528,NULL,F,INV,2023-08-07,2023-08-09,1,RON,4940.8800,4940.8800,NULL,CLI000003,Gamma Comert SRL,DISTR
144878,VFDD00111571,NULL,F,INV,2023-08-09,2023-08-11,1,RON,4693.8300,4693.8300,NULL,CLI000003,Gamma Comert SRL,DISTR
144892,VFDD00111648,NULL,F,INV,2023-08-10,2023-08-14,1,RON,5406.0500,5406.0500,NULL,CLI000003,Gamma Comert SRL,DISTR
144926,VFDD00111810,NULL,F,INV,2023-08-17,2023-08-21,1,RON,3004.8700,3004.8700,NULL,CLI000003,Gamma Comert SRL,DISTR
144947,VFDD00111905,NULL,F,INV,2023-08-21,2023-08-23,1,RON,1797.5000,1797.5000,NULL,CLI000003,Gamma Comert SRL,DISTR
144998,VFDD00112162,NULL,F,INV,2023-08-28,2023-08-30,1,RON,3990.6600,3990.6600,NULL,CLI000003,Gamma Comert SRL,DISTR
145022,VFDD00112272,NULL,F,INV,2023-08-31,2023-09-04,1,RON,3855.0100,3855.0100,NULL,CLI000003,Gamma Comert SRL,DISTR
145033,VFDD0011232,NULL,F,INV,2022-03-10,2022-03-11,1,RON,6014.2600,6014.2600,NULL,CLI000003,Gamma Comert SRL,DISTR
145037,VFDD00112337,NULL,F,INV,2023-09-04,2023-09-06,1,RON,1284.2500,1284.2500,NULL,CLI000003,Gamma Comert SRL,DISTR
145087,VFDD00112540,NULL,F,INV,2023-09-11,2023-09-13,1,RON,8930.9500,8930.9500,NULL,CLI000003,Gamma Comert SRL,DISTR
145105,VFDD00112630,NULL,F,INV,2023-09-12,2023-09-14,1,RON,1878.8900,1878.8900,NULL,CLI000003,Gamma Comert SRL,DISTR
145121,VFDD0011271,NULL,F,INV,2022-03-14,2022-03-15,1,RON,3764.5700,3764.5700,NULL,CLI000003,Gamma Comert SRL,DISTR
145122,VFDD00112711,NULL,F,INV,2023-09-14,2023-09-18,1,RON,7820.8000,7820.8000,NULL,CLI000003,Gamma Comert SRL,DISTR
145140,VFDD00112787,NULL,F,INV,2023-09-15,2023-09-18,1,RON,3382.4600,3382.4600,NULL,CLI000003,Gamma Comert SRL,DISTR
145156,VFDD00112874,NULL,F,INV,2023-09-18,2023-09-20,1,RON,2238.3900,2238.3900,NULL,CLI000003,Gamma Comert SRL,DISTR
145170,VFDD00112927,NULL,F,INV,2023-09-19,2023-09-21,1,RON,5148.3000,5148.3000,NULL,CLI000003,Gamma Comert SRL,DISTR
145187,VFDD00113011,NULL,F,INV,2023-09-20,2023-09-22,1,RON,5222.9000,5222.9000,NULL,CLI000003,Gamma Comert SRL,DISTR
145212,VFDD00113148,NULL,F,INV,2023-09-22,2023-09-25,1,RON,4250.6800,4250.6800,NULL,CLI000003,Gamma Comert SRL,DISTR
145269,VFDD001134,NULL,F,INV,2022-01-26,2022-04-26,1,RON,2356.2000,2356.2000,NULL,CLI000010,Kappa Moda SA,DISTR
145286,VFDD00113485,NULL,F,INV,2023-10-03,2023-10-05,1,RON,2441.8800,2441.8800,NULL,CLI000003,Gamma Comert SRL,DISTR
145290,VFDD001135,NULL,F,INV,2022-01-26,2022-04-26,1,RON,2356.2000,2356.2000,NULL,CLI000010,Kappa Moda SA,DISTR
145352,VFDD00113833,NULL,F,INV,2023-10-10,2023-10-12,1,RON,1743.2300,1743.2300,NULL,CLI000003,Gamma Comert SRL,DISTR
145386,VFDD00114002,NULL,F,INV,2023-10-12,2023-10-16,1,RON,1600.7900,1600.7900,NULL,CLI000003,Gamma Comert SRL,DISTR
145410,VFDD001141,NULL,F,INV,2022-01-26,2022-01-26,1,RON,1413.1300,1413.1300,NULL,CLI000003,Gamma Comert SRL,DISTR
145466,VFDD00114382,NULL,F,INV,2023-11-03,2024-02-01,1,RON,1592.2200,1592.2200,NULL,CLI000010,Kappa Moda SA,DISTR
145495,VFDD0011455,NULL,F,INV,2022-03-21,2022-06-19,1,RON,1580.3200,1580.3200,NULL,CLI000010,Kappa Moda SA,DISTR
145526,VFDD00114678,NULL,F,INV,2024-01-25,2024-01-29,1,RON,4013.2800,4013.2800,NULL,CLI000003,Gamma Comert SRL,DISTR
145540,VFDD00114719,NULL,F,INV,2024-01-29,2024-01-31,1,RON,1695.7500,1695.7500,NULL,CLI000003,Gamma Comert SRL,DISTR
145566,VFDD00114831,NULL,F,INV,2024-02-01,2024-02-05,1,RON,2057.5100,2057.5100,NULL,CLI000003,Gamma Comert SRL,DISTR
145597,VFDD00114982,NULL,F,INV,2024-02-12,2024-02-14,1,RON,5686.4100,5686.4100,NULL,CLI000003,Gamma Comert SRL,DISTR
145602,VFDD00115023,NULL,F,INV,2024-02-14,2024-02-16,1,RON,3988.4000,3988.4000,NULL,CLI000003,Gamma Comert SRL,DISTR
145613,VFDD00115081,NULL,F,INV,2024-02-15,2024-05-15,1,RON,1785.0000,1785.0000,NULL,CLI000010,Kappa Moda SA,DISTR
145632,VFDD00115148,NULL,F,INV,2024-02-16,2024-02-19,1,RON,1175.7200,1175.7200,NULL,CLI000003,Gamma Comert SRL,DISTR
145634,VFDD00115161,NULL,F,INV,2024-02-19,2024-05-20,1,RON,25394.6000,25394.6000,NULL,CLI000010,Kappa Moda SA,DISTR
145651,VFDD00115258,NULL,F,INV,2024-02-19,2024-02-21,1,RON,1944.4600,1944.4600,NULL,CLI000003,Gamma Comert SRL,DISTR
145673,VFDD00115350,NULL,F,INV,2024-02-21,2024-02-23,1,RON,2690.6000,2690.6000,NULL,CLI000003,Gamma Comert SRL,DISTR
145675,VFDD00115376,NULL,F,INV,2024-02-22,2024-05-22,1,RON,22790.8800,22790.8800,NULL,CLI000010,Kappa Moda SA,DISTR
145695,VFDD00115466,NULL,F,INV,2024-02-26,2024-02-28,1,RON,1288.7700,1288.7700,NULL,CLI000003,Gamma Comert SRL,DISTR
145701,VFDD00115501,NULL,F,INV,2024-02-26,2024-05-27,1,RON,13756.4000,13756.4000,NULL,CLI000010,Kappa Moda SA,DISTR
145721,VFDD00115611,NULL,F,INV,2024-02-28,2024-03-01,1,RON,2297.1800,2297.1800,NULL,CLI000003,Gamma Comert SRL,DISTR
145732,VFDD00115647,NULL,F,INV,2024-02-29,2024-03-04,1,RON,4693.8400,4693.8400,NULL,CLI000003,Gamma Comert SRL,DISTR
145733,VFDD00115649,NULL,F,INV,2024-02-29,2024-05-29,1,RON,3696.1400,3696.1400,NULL,CLI000010,Kappa Moda SA,DISTR
145764,VFDD00115778,NULL,F,INV,2024-03-04,2024-06-03,1,RON,1963.5000,1963.5000,NULL,CLI000010,Kappa Moda SA,DISTR
145801,VFDD00115997,NULL,F,INV,2024-03-11,2024-03-13,1,RON,4137.6200,4137.6200,NULL,CLI000003,Gamma Comert SRL,DISTR
145820,VFDD00116087,NULL,F,INV,2024-03-13,2024-06-11,1,RON,2368.1000,2368.1000,NULL,CLI000010,Kappa Moda SA,DISTR
145845,VFDD00116229,NULL,F,INV,2024-03-18,2024-06-17,1,RON,10543.4000,10543.4000,NULL,CLI000010,Kappa Moda SA,DISTR
145850,VFDD0011624,NULL,F,INV,2022-03-24,2022-06-22,1,RON,1723.1200,1723.1200,NULL,CLI000010,Kappa Moda SA,DISTR
145858,VFDD00116289,NULL,F,INV,2024-03-18,2024-03-20,1,RON,5175.4300,5175.4300,NULL,CLI000003,Gamma Comert SRL,DISTR
145910,VFDD00116502,NULL,F,INV,2024-03-22,2024-06-20,1,RON,4855.2000,4855.2000,NULL,CLI000010,Kappa Moda SA,DISTR
145924,VFDD00116557,NULL,F,INV,2024-03-25,2024-03-27,1,RON,2521.0200,2521.0200,NULL,CLI000003,Gamma Comert SRL,DISTR
145949,VFDD00116717,NULL,F,INV,2024-03-28,2024-06-26,1,RON,6752.0600,6752.0600,NULL,CLI000010,Kappa Moda SA,DISTR
145993,VFDD00116932,NULL,F,INV,2024-04-08,2024-07-08,1,RON,1785.0000,1785.0000,NULL,CLI000010,Kappa Moda SA,DISTR
145999,VFDD00116954,NULL,F,INV,2024-04-09,2024-07-08,1,RON,6873.4400,6873.4400,NULL,CLI000010,Kappa Moda SA,DISTR
146021,VFDD00117056,NULL,F,INV,2024-04-11,2024-07-10,1,RON,1713.6000,1713.6000,NULL,CLI000010,Kappa Moda SA,DISTR
146035,VFDD00117118,NULL,F,INV,2024-04-12,2024-04-15,1,RON,7648.9600,7648.9600,NULL,CLI000003,Gamma Comert SRL,DISTR
146047,VFDD00117164,NULL,F,INV,2024-04-12,2024-07-11,1,RON,3974.6000,3974.6000,NULL,CLI000010,Kappa Moda SA,DISTR
146050,VFDD00117184,NULL,F,INV,2024-04-12,2024-04-15,1,RON,2939.3000,2939.3000,NULL,CLI000003,Gamma Comert SRL,DISTR
146065,VFDD00117240,NULL,F,INV,2024-04-15,2024-04-17,1,RON,5053.3300,5053.3300,NULL,CLI000003,Gamma Comert SRL,DISTR
146067,VFDD00117253,NULL,F,INV,2024-04-15,2024-07-15,1,RON,4426.8000,4426.8000,NULL,CLI000010,Kappa Moda SA,DISTR
146084,VFDD00117321,NULL,F,INV,2024-04-16,2024-07-15,1,RON,1542.2400,1542.2400,NULL,CLI000010,Kappa Moda SA,DISTR
146107,VFDD00117417,NULL,F,INV,2024-04-17,2024-07-16,1,RON,9639.0000,9639.0000,NULL,CLI000010,Kappa Moda SA,DISTR
146122,VFDD00117542,NULL,F,INV,2024-04-22,2024-04-24,1,RON,2591.1100,2591.1100,NULL,CLI000003,Gamma Comert SRL,DISTR
146125,VFDD00117573,NULL,F,INV,2024-04-22,2024-07-22,1,RON,2970.2400,2970.2400,NULL,CLI000010,Kappa Moda SA,DISTR
146140,VFDD00117635,NULL,F,INV,2024-04-24,2024-07-23,1,RON,9512.8600,9512.8600,NULL,CLI000010,Kappa Moda SA,DISTR
146166,VFDD00117764,NULL,F,INV,2024-04-29,2024-07-29,1,RON,6092.8000,6092.8000,NULL,CLI000010,Kappa Moda SA,DISTR
146215,VFDD0011802,NULL,F,INV,2022-03-30,2022-06-24,1,RON,1549.3800,1549.3800,NULL,CLI000010,Kappa Moda SA,DISTR
146245,VFDD00118149,NULL,F,INV,2024-05-17,2024-05-20,1,RON,1752.2800,1752.2800,NULL,CLI000003,Gamma Comert SRL,DISTR
146258,VFDD00118197,NULL,F,INV,2024-05-21,2024-05-22,1,RON,1655.0500,1655.0500,NULL,CLI000003,Gamma Comert SRL,DISTR
146388,VFDD001221,NULL,F,INV,2022-02-02,2022-05-02,1,RON,2984.5200,2984.5200,NULL,CLI000010,Kappa Moda SA,DISTR
146395,VFDD0012234,NULL,F,INV,2022-04-14,2022-07-12,1,RON,1075.7600,1075.7600,NULL,CLI000010,Kappa Moda SA,DISTR
146421,VFDD0012345,NULL,F,INV,2022-04-19,2022-07-17,1,RON,733.0400,733.0400,NULL,CLI000010,Kappa Moda SA,DISTR
146465,VFDD0012572,NULL,F,INV,2022-04-28,2022-07-26,1,RON,9339.1200,9339.1200,NULL,CLI000010,Kappa Moda SA,DISTR
146490,VFDD0012659,NULL,F,INV,2022-05-03,2022-05-04,1,RON,1639.2300,1639.2300,NULL,CLI000003,Gamma Comert SRL,DISTR
146583,VFDD0013091,NULL,F,INV,2022-05-25,2022-08-23,1,RON,2249.1000,2249.1000,NULL,CLI000010,Kappa Moda SA,DISTR
146587,VFDD0013122,NULL,F,INV,2022-05-26,2022-05-27,1,RON,1627.9200,1627.9200,NULL,CLI000003,Gamma Comert SRL,DISTR
146591,VFDD0013146,NULL,F,INV,2022-05-30,2022-05-31,1,RON,1392.7800,1392.7800,NULL,CLI000003,Gamma Comert SRL,DISTR
146649,VFDD0013432,NULL,F,INV,2022-07-14,2022-07-15,1,RON,2554.9300,2554.9300,NULL,CLI000003,Gamma Comert SRL,DISTR
146671,VFDD0013507,NULL,F,INV,2022-07-21,2022-07-22,1,RON,2767.4700,2767.4700,NULL,CLI000003,Gamma Comert SRL,DISTR
146679,VFDD0013536,NULL,F,INV,2022-07-25,2022-07-26,1,RON,1390.5200,1390.5200,NULL,CLI000003,Gamma Comert SRL,DISTR
146697,VFDD001362,NULL,F,INV,2022-02-10,2022-05-08,1,RON,3415.3000,3415.3000,NULL,CLI000010,Kappa Moda SA,DISTR
146701,VFDD0013631,NULL,F,INV,2022-08-01,2022-08-02,1,RON,1447.0400,1447.0400,NULL,CLI000003,Gamma Comert SRL,DISTR
146729,VFDD001374,NULL,F,INV,2022-02-10,2022-02-11,1,RON,1503.5700,1503.5700,NULL,CLI000003,Gamma Comert SRL,DISTR
146754,VFDD0013876,NULL,F,INV,2022-08-23,2022-08-24,1,RON,7312.0700,7312.0700,NULL,CLI000003,Gamma Comert SRL,DISTR
146771,VFDD0013947,NULL,F,INV,2022-08-25,2022-08-26,1,RON,515.6100,515.6100,NULL,CLI000010,Kappa Moda SA,DISTR
146784,VFDD0013998,NULL,F,INV,2022-09-01,2022-09-02,1,RON,6369.2300,6369.2300,NULL,CLI000003,Gamma Comert SRL,DISTR
146805,VFDD0014049,NULL,F,INV,2022-09-02,2022-09-05,1,RON,1899.2400,1899.2400,NULL,CLI000003,Gamma Comert SRL,DISTR
146823,VFDD0014128,NULL,F,INV,2022-09-05,2022-09-06,1,RON,1401.8200,1401.8200,NULL,CLI000003,Gamma Comert SRL,DISTR
146828,VFDD001415,NULL,F,INV,2022-02-14,2022-02-15,1,RON,1639.2300,1639.2300,NULL,CLI000003,Gamma Comert SRL,DISTR
146862,VFDD0014315,NULL,F,INV,2022-09-13,2022-09-14,1,RON,6654.1300,6654.1300,NULL,CLI000003,Gamma Comert SRL,DISTR
146894,VFDD001446,NULL,F,INV,2022-02-14,2022-05-12,1,RON,1761.2000,1761.2000,NULL,CLI000010,Kappa Moda SA,DISTR
146899,VFDD0014491,NULL,F,INV,2022-09-20,2022-09-21,1,RON,4849.8500,4849.8500,NULL,CLI000003,Gamma Comert SRL,DISTR
147033,VFDD0015098,NULL,F,INV,2022-09-29,2022-09-30,1,RON,1736.4500,1736.4500,NULL,CLI000003,Gamma Comert SRL,DISTR
147064,VFDD0015287,NULL,F,INV,2022-10-05,2022-10-06,1,RON,3567.8600,3567.8600,NULL,CLI000003,Gamma Comert SRL,DISTR
147074,VFDD001535,NULL,F,INV,2022-02-17,2022-05-15,1,RON,7627.9000,7627.9000,NULL,CLI000010,Kappa Moda SA,DISTR
147102,VFDD0015456,NULL,F,INV,2022-10-07,2022-10-10,1,RON,3102.1000,3102.1000,NULL,CLI000003,Gamma Comert SRL,DISTR
147157,VFDD0015712,NULL,F,INV,2022-10-13,2022-10-14,1,RON,2876.0000,2876.0000,NULL,CLI000003,Gamma Comert SRL,DISTR
147199,VFDD001594,NULL,F,INV,2022-02-21,2022-02-22,1,RON,1718.3600,1718.3600,NULL,CLI000003,Gamma Comert SRL,DISTR
147452,VFDD0151733,NULL,F,INV,2024-02-19,2024-02-21,1,RON,881.7600,881.7600,NULL,CLI000004,Delta Magazin SA,DISTR
147683,VRDD0171059,NULL,F,CRM,2024-06-05,NULL,-1,RON,174.9300,174.9300,NULL,CLI000009,Iota Boutique SRL,DISTR
147688,VRDD0171077,NULL,F,CRM,2024-06-19,NULL,-1,RON,191.5900,191.5900,NULL,CLI000009,Iota Boutique SRL,DISTR
147731,VRDD017558,NULL,F,CRM,2023-05-02,NULL,-1,RON,746.1300,746.1300,NULL,CLI000009,Iota Boutique SRL,DISTR
147742,VRDD017589,NULL,F,CRM,2023-05-19,NULL,-1,RON,247.5200,247.5200,NULL,CLI000009,Iota Boutique SRL,DISTR
147813,VRDD017873,NULL,F,CRM,2023-12-14,NULL,-1,RON,330.8200,330.8200,NULL,CLI000009,Iota Boutique SRL,DISTR
147878,VRDD01723,NULL,F,CRM,2022-02-02,NULL,-1,RON,189.2100,189.2100,NULL,CLI000009,Iota Boutique SRL,DISTR
147894,VRDD017311,NULL,F,CRM,2022-10-24,NULL,-1,RON,289.1700,289.1700,NULL,CLI000009,Iota Boutique SRL,DISTR
147904,VRDD017345,NULL,F,CRM,2022-11-07,NULL,-1,RON,279.6500,279.6500,NULL,CLI000009,Iota Boutique SRL,DISTR
147905,VRDD017348,NULL,F,CRM,2022-11-08,NULL,-1,RON,140.4200,140.4200,NULL,CLI000009,Iota Boutique SRL,DISTR
147991,OTT37885,NULL,F,INV,2021-09-20,2021-12-19,1,RON,22576.6600,22576.6600,NULL,CLI000009,Iota Boutique SRL,DISTR
148020,OTT37973,NULL,F,INV,2021-09-22,2021-12-21,1,RON,3749.6900,3749.6900,NULL,CLI000009,Iota Boutique SRL,DISTR
148030,OTT38072,NULL,F,INV,2021-09-27,2021-12-26,1,RON,190.4000,190.4000,NULL,CLI000009,Iota Boutique SRL,DISTR
148032,OTT3809,NULL,F,INV,2021-09-27,2021-12-26,1,RON,12649.7000,12649.7000,NULL,CLI000009,Iota Boutique SRL,DISTR
148037,OTT38159,NULL,F,INV,2021-09-29,2021-12-28,1,RON,3784.2000,3784.2000,NULL,CLI000009,Iota Boutique SRL,DISTR
148065,OTT3851,NULL,F,INV,2021-10-13,2022-01-11,1,RON,16142.3500,16142.3500,NULL,CLI000009,Iota Boutique SRL,DISTR
148069,OTT38562,NULL,F,INV,2021-10-18,2022-02-16,1,RON,4112.6400,4112.6400,NULL,CLI000009,Iota Boutique SRL,DISTR
148137,VFDD00113160,NULL,F,INV,2023-09-22,2023-12-21,1,RON,4455.3600,4455.3600,NULL,CLI000009,Iota Boutique SRL,DISTR
148155,VFDD00113230,NULL,F,INV,2023-09-25,2023-12-27,1,RON,20665.5400,20665.5400,NULL,CLI000009,Iota Boutique SRL,DISTR
148169,VFDD00113286,NULL,F,INV,2023-09-27,2023-12-27,1,RON,16117.3600,16117.3600,NULL,CLI000009,Iota Boutique SRL,DISTR
148203,VFDD00113415,NULL,F,INV,2023-10-02,2024-01-03,1,RON,19516.0000,19516.0000,NULL,CLI000009,Iota Boutique SRL,DISTR
148211,VFDD0011346,NULL,F,INV,2022-03-16,2022-06-15,1,RON,2903.6000,2903.6000,NULL,CLI000009,Iota Boutique SRL,DISTR
148224,VFDD00113515,NULL,F,INV,2023-10-04,2024-01-03,1,RON,14037.2400,14037.2400,NULL,CLI000009,Iota Boutique SRL,DISTR
148241,VFDD00113587,NULL,F,INV,2023-10-04,2024-01-03,1,RON,4702.8800,4702.8800,NULL,CLI000009,Iota Boutique SRL,DISTR
148273,VFDD00113708,NULL,F,INV,2023-10-09,2024-01-08,1,RON,7256.6200,7256.6200,NULL,CLI000009,Iota Boutique SRL,DISTR
148489,VFDD00114617,NULL,F,INV,2024-01-09,2024-04-08,1,RON,1655.9100,1655.9100,NULL,CLI000009,Iota Boutique SRL,DISTR
148503,VFDD00114654,NULL,F,INV,2024-01-22,2024-04-22,1,RON,4165.0000,4165.0000,NULL,CLI000009,Iota Boutique SRL,DISTR
148510,VFDD00114685,NULL,F,INV,2024-01-25,2024-04-24,1,RON,2177.7000,2177.7000,NULL,CLI000009,Iota Boutique SRL,DISTR
148558,VFDD00114848,NULL,F,INV,2024-02-05,2024-05-07,1,RON,1606.5000,1606.5000,NULL,CLI000009,Iota Boutique SRL,DISTR
