ID,DocTypeXRP,NrDocument,ITEM_CODE,ITEM_QTY,XRP_DOC_VALOARE_fara_TVA,XRP_DOC_TVA,XRP_DOC_PROCENT_TVA,XRP_DOC_VALOARE_TOTALA,XRP_LINIE_IS_WITH_VAT,XRP_LINIE_VALOARE_fara_TVA,XRP_LINIE_TVA,XRP_LINIE_PROC_TVA
5139,INV,VFDD00124163,I4KN01114BKFM6000299,10.000000,34634.2000,6580.4900,0.1900,41214.6900,LINE_INCLUDE_VAT,1044.0000,198.3600,0.1900
5140,INV,VFDD00124163,I4KN01114BKFM6000399,10.000000,34634.2000,6580.4900,0.1900,41214.6900,LINE_INCLUDE_VAT,1081.6000,205.5000,0.1900
12295,INV,VFDD00122451,V2KT01195BKV26000399,10.000000,5886.1000,1118.3600,0.1900,7004.4600,LINE_INCLUDE_VAT,1326.1000,251.9600,0.1900
12375,INV,VFDD0152505,9BISJ1115DK835025107,3.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,198.0000,37.6200,0.1900
12419,INV,VFDD0152505,9BIS42115BK835009317,2.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,124.0000,23.5600,0.1900
12420,INV,VFDD0152505,9BISL2115BK835009617,2.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,124.0000,23.5600,0.1900
12421,INV,VFDD0152505,9BIS97115DK835200709,3.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,288.0000,54.7200,0.1900
12504,INV,VFDD0152505,9BISG4115DK835025409,3.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,198.0000,37.6200,0.1900
12526,INV,VFDD0152505,9BISG4115DK835025407,3.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,198.0000,37.6200,0.1900
12548,INV,VFDD0152505,9BISL2115BK835009624,1.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,62.0000,11.7800,0.1900
12570,INV,VFDD0152505,9BISJ1115DK835025104,1.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,66.0000,12.5400,0.1900
12592,INV,VFDD0152505,9BISJ1115DK835025111,3.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,198.0000,37.6200,0.1900
12615,INV,VFDD0152505,9BISJ1115DK835025113,2.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,132.0000,25.0800,0.1900
12636,INV,VFDD0152505,9BISG4115DK835025404,1.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,66.0000,12.5400,0.1900
12656,INV,VFDD0152505,9BIS42115BK835009321,1.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,62.0000,11.7800,0.1900
12657,INV,VFDD0152505,9BISG4115DK835025411,3.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,198.0000,37.6200,0.1900
12678,INV,VFDD0152505,9BIS42115BK835009324,1.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,62.0000,11.7800,0.1900
12679,INV,VFDD0152505,9BISG4115DK835025413,2.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,132.0000,25.0800,0.1900
12701,INV,VFDD0152505,9BISJ1115DK835025109,3.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,198.0000,37.6200,0.1900
12704,INV,VFDD0152505,9BIS42115BK835009312,1.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,62.0000,11.7800,0.1900
12705,INV,VFDD0152505,9BISL2115BK835009612,1.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,62.0000,11.7800,0.1900
12706,INV,VFDD0152505,9BIS97115DK835200704,1.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,96.0000,18.2400,0.1900
12726,INV,VFDD0152505,9BIS42115BK835009315,2.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,124.0000,23.5600,0.1900
12727,INV,VFDD0152505,9BISL2115BK835009615,2.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,124.0000,23.5600,0.1900
12728,INV,VFDD0152505,9BIS97115DK835200707,3.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,288.0000,54.7200,0.1900
12730,INV,VFDD0152505,9BIS97115DK835200713,2.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,192.0000,36.4800,0.1900
12748,INV,VFDD0152505,9BIS42115BK835009319,3.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,186.0000,35.3400,0.1900
12749,INV,VFDD0152505,9BISL2115BK835009619,3.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,186.0000,35.3400,0.1900
12750,INV,VFDD0152505,9BIS97115DK835200711,3.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,288.0000,54.7200,0.1900
12752,INV,VFDD0152505,9BIS40115DK835200807,3.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,288.0000,54.7200,0.1900
12771,INV,VFDD0152505,9BIS40115DK835200804,1.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,96.0000,18.2400,0.1900
12814,INV,VFDD0152505,9BISL2115BK835009621,2.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,124.0000,23.5600,0.1900
12817,INV,VFDD0152505,9BIS40115DK835200809,3.000000,5190.0000,986.1000,0.1900,6176.1000,LINE_INCLUDE_VAT,288.0000,54.7200,0.1900
12862,INV,VFDD00123152,H3KN04195DKDL4000699,10.000000,4345.2000,825.5900,0.1900,5170.7900,LINE_INCLUDE_VAT,1486.0000,282.3400,0.1900
12883,INV,VFDD00123152,H3KL01111DKDL6001199,20.000000,4345.2000,825.5900,0.1900,5170.7900,LINE_INCLUDE_VAT,2859.2000,543.2500,0.1900
12257,INV,VDSK1513,X4KN13115DKX44001699,8.000000,1197.8000,0.0000,0.0000,1197.8000,ZERO,167.2000,0.0000,0.0000
12267,INV,VDSK1576,JIKN52185DKJI6006199,18.000000,15681.6000,0.0000,0.0000,15681.6000,ZERO,729.1800,0.0000,0.0000
12268,INV,VDSK1576,K3KN15185DKK36003499,12.000000,15681.6000,0.0000,0.0000,15681.6000,ZERO,474.6000,0.0000,0.0000
12279,INV,VDSK1513,JIKN13114DKJI6003799,6.000000,1197.8000,0.0000,0.0000,1197.8000,ZERO,249.6000,0.0000,0.0000
12288,INV,VDSK1576,JIKN52185DKJI6006199,12.000000,15681.6000,0.0000,0.0000,15681.6000,ZERO,486.1200,0.0000,0.0000
12289,INV,VDSK1576,K3KI01185DKK36004899,6.000000,15681.6000,0.0000,0.0000,15681.6000,ZERO,245.4000,0.0000,0.0000
12311,INV,VDSK1576,K3KN97185DKK36003499,18.000000,15681.6000,0.0000,0.0000,15681.6000,ZERO,703.2600,0.0000,0.0000
12326,INV,VDSK1513,1WKNM9114DK704129999,8.000000,1197.8000,0.0000,0.0000,1197.8000,ZERO,207.2000,0.0000,0.0000
12334,INV,VDSK1576,K3KI03185DKK36000199,18.000000,15681.6000,0.0000,0.0000,15681.6000,ZERO,699.8400,0.0000,0.0000
12355,INV,VDSK1576,JIKN52185DKJI6006199,6.000000,15681.6000,0.0000,0.0000,15681.6000,ZERO,243.0600,0.0000,0.0000
12356,INV,VDSK1576,K3KN15185DKK36003499,12.000000,15681.6000,0.0000,0.0000,15681.6000,ZERO,474.6000,0.0000,0.0000
12377,INV,VFDD00121482,SL52000.8692944,3.000000,640.9400,121.7600,0.1900,762.7000,LINE_INCLUDE_VAT,38.4900,7.3100,0.1900
12505,INV,VFDD00121482,SLYZ88433UK090139399,6.000000,640.9400,121.7600,0.1900,762.7000,LINE_INCLUDE_VAT,102.6000,19.4900,0.1900
12527,INV,VFDD00121482,SLYZ02433UK090139199,3.000000,640.9400,121.7600,0.1900,762.7000,LINE_INCLUDE_VAT,42.7500,8.1200,0.1900
12574,INV,VDSK1576,K3KI03185DKK36000199,12.000000,15681.6000,0.0000,0.0000,15681.6000,ZERO,466.5600,0.0000,0.0000
12593,INV,VFDD00121780,7CKN01111BKCJ5000699,10.000000,9990.0000,1898.1000,0.1900,11888.1000,LINE_INCLUDE_VAT,1780.0000,338.2000,0.1900
12594,INV,VFDD00121482,SL52000.0905385,6.000000,640.9400,121.7600,0.1900,762.7000,LINE_INCLUDE_VAT,65.5800,12.4600,0.1900
12596,INV,VDSK1576,K3KN97185DKK36003499,6.000000,15681.6000,0.0000,0.0000,15681.6000,ZERO,234.4200,0.0000,0.0000
12616,INV,VFDD00121482,SL52000.0905369,6.000000,640.9400,121.7600,0.1900,762.7000,LINE_INCLUDE_VAT,65.5800,12.4600,0.1900
12637,INV,VFDD00121482,SL61000.0906813,12.000000,640.9400,121.7600,0.1900,762.7000,LINE_INCLUDE_VAT,96.9600,18.4200,0.1900
12658,INV,VFDD00121482,SLYB13433BS690499919,5.000000,640.9400,121.7600,0.1900,762.7000,LINE_INCLUDE_VAT,38.0000,7.2200,0.1900
12680,INV,VFDD00121482,SLYB13433BS690499921,2.000000,640.9400,121.7600,0.1900,762.7000,LINE_INCLUDE_VAT,15.2000,2.8900,0.1900
12683,INV,VDSK1576,K3KI01185DKK36004899,12.000000,15681.6000,0.0000,0.0000,15681.6000,ZERO,490.8000,0.0000,0.0000
12702,INV,VFDD00121482,SL52000.0905383,6.000000,640.9400,121.7600,0.1900,762.7000,LINE_INCLUDE_VAT,65.5800,12.4600,0.1900
12733,INV,VFDD00122652,SL52000.0905380,12.000000,788.6700,149.8600,0.1900,938.5300,LINE_INCLUDE_VAT,131.1600,24.9200,0.1900
12755,INV,VFDD00122652,SL52000.9630400,6.000000,788.6700,149.8600,0.1900,938.5300,LINE_INCLUDE_VAT,136.8000,25.9900,0.1900
12774,INV,VFDD00122652,SL61000.0906813,12.000000,788.6700,149.8600,0.1900,938.5300,LINE_INCLUDE_VAT,96.9600,18.4200,0.1900
12797,INV,VFDD00122652,SLYN03433BS691199921,2.000000,788.6700,149.8600,0.1900,938.5300,LINE_INCLUDE_VAT,29.4600,5.6000,0.1900
12798,INV,VFDD00121482,SLYB13433DS690499911,4.000000,640.9400,121.7600,0.1900,762.7000,LINE_INCLUDE_VAT,30.4000,5.7800,0.1900
12820,INV,VFDD00122652,SL52000.0904532,3.000000,788.6700,149.8600,0.1900,938.5300,LINE_INCLUDE_VAT,37.0500,7.0400,0.1900
12822,INV,VFDD00121482,SLYB13433DS690499905,3.000000,640.9400,121.7600,0.1900,762.7000,LINE_INCLUDE_VAT,22.8000,4.3300,0.1900
12833,INV,VDSK1576,K3KN15114DKK36006999,18.000000,15681.6000,0.0000,0.0000,15681.6000,ZERO,696.4200,0.0000,0.0000
12837,INV,VFDD00121780,7CKN13111BKCJ5000699,10.000000,9990.0000,1898.1000,0.1900,11888.1000,LINE_INCLUDE_VAT,1780.0000,338.2000,0.1900
12840,INV,VFDD00122652,SLYN03433DS691199911,3.000000,788.6700,149.8600,0.1900,938.5300,LINE_INCLUDE_VAT,44.1900,8.4000,0.1900
12841,INV,VFDD00121482,SLYD03433DS692099907,2.000000,640.9400,121.7600,0.1900,762.7000,LINE_INCLUDE_VAT,7.6000,1.4400,0.1900
67,CRM,VRDD001496,H3KL01111DKDL6001199,10.000000,1429.5800,271.6200,0.1900,1701.2000,LINE_INCLUDE_VAT,1429.5800,271.6200,0.1900
167,CRM,VRDD0171420,OTJN01111BK575999999,1.000000,152.0000,28.8800,0.1900,180.8800,LINE_INCLUDE_VAT,152.0000,28.8800,0.1900
243,INV,VDSK1633,W1KN01114DKV112D1699,8.000000,197.3600,0.0000,0.0000,197.3600,ZERO,197.3600,0.0000,0.0000
400,INV,VDSK1679,JIKI14114DKJI4004899,8.000000,972.8000,0.0000,0.0000,972.8000,ZERO,312.8000,0.0000,0.0000
401,INV,VDSK1679,JIKIH1114DKJI6005299,8.000000,972.8000,0.0000,0.0000,972.8000,ZERO,327.2000,0.0000,0.0000
402,INV,VDSK1679,JIKI15114DKJI6005299,8.000000,972.8000,0.0000,0.0000,972.8000,ZERO,332.8000,0.0000,0.0000
793,INV,VFDD00123375,J8KN03114DKJ86001899,10.000000,3710.0000,704.9000,0.1900,4414.9000,LINE_INCLUDE_VAT,1230.0000,233.7000,0.1900
794,INV,VFDD00123375,JYKN03115DKJY6002099,8.000000,3710.0000,704.9000,0.1900,4414.9000,LINE_INCLUDE_VAT,1240.0000,235.6000,0.1900
795,INV,VFDD00123375,JYKN01115DKJY6002099,8.000000,3710.0000,704.9000,0.1900,4414.9000,LINE_INCLUDE_VAT,1240.0000,235.6000,0.1900
1097,INV,VFDD00123427,1WKN03114DK704149999,10.000000,3287.0000,624.5400,0.1900,3911.5400,LINE_INCLUDE_VAT,1035.5000,196.7500,0.1900
1098,INV,VFDD00123427,H1KN18114DKWC6000399,10.000000,3287.0000,624.5400,0.1900,3911.5400,LINE_INCLUDE_VAT,997.5000,189.5300,0.1900
1099,INV,VFDD00123427,JYKN52195DKJY6000799,8.000000,3287.0000,624.5400,0.1900,3911.5400,LINE_INCLUDE_VAT,1254.0000,238.2600,0.1900
14335,INV,VFDD00121566,E6KN01111BKE62000699,10.000000,9100.0000,1729.0000,0.1900,10829.0000,LINE_INCLUDE_VAT,1770.0000,336.3000,0.1900
14358,INV,VFDD00121566,E6KN01111BKE62001099,10.000000,9100.0000,1729.0000,0.1900,10829.0000,LINE_INCLUDE_VAT,1800.0000,342.0000,0.1900
14421,INV,VFDD00121566,E6KN02111BKE62000699,10.000000,9100.0000,1729.0000,0.1900,10829.0000,LINE_INCLUDE_VAT,1770.0000,336.3000,0.1900
14476,INV,VFDD00121566,E6KN16111BKE64000299,10.000000,9100.0000,1729.0000,0.1900,10829.0000,LINE_INCLUDE_VAT,1880.0000,357.2000,0.1900
14500,INV,VFDD00123304,JYKI52185DKJY4002699,8.000000,4225.9000,802.9100,0.1900,5028.8100,LINE_INCLUDE_VAT,1109.6000,210.8200,0.1900
14541,INV,VFDD00121566,E6KN01111BKE64000299,10.000000,9100.0000,1729.0000,0.1900,10829.0000,LINE_INCLUDE_VAT,1880.0000,357.2000,0.1900
14556,INV,VFDD00123304,JYKNJ1185DKJY4001599,8.000000,4225.9000,802.9100,0.1900,5028.8100,LINE_INCLUDE_VAT,1451.6000,275.8000,0.1900
14600,INV,VFDD00123304,E6KN02111BKE62000699,10.000000,4225.9000,802.9100,0.1900,5028.8100,LINE_INCLUDE_VAT,1664.7000,316.2900,0.1900
15129,INV,VFDD00121924,8OKL01111DKWB6001099,10.000000,1170.0000,222.3000,0.1900,1392.3000,LINE_INCLUDE_VAT,1170.0000,222.3000,0.1900
27214,CRM,VRDD0171161,2GIN03114DK503019999,1.000000,128.0000,24.3200,0.1900,152.3200,LINE_INCLUDE_VAT,128.0000,24.3200,0.1900
27526,CRM,VRDD017873,ARFN16111DK118849999,1.000000,278.0000,52.8200,0.1900,330.8200,LINE_INCLUDE_VAT,278.0000,52.8200,0.1900
27675,INV,OTT38278,NULL,1.000000,12959.1000,0.0000,0.0000,12959.1000,ZERO,12959.1000,0.0000,0.0000
41629,INV,VFDD0014274,H3FN01112DKDL0004799,8.000000,2622.0000,498.1800,0.1900,3120.1800,LINE_INCLUDE_VAT,1392.0000,264.4800,0.1900
41630,INV,VFDD0014274,V4FL01111DKVA0001999,10.000000,2622.0000,498.1800,0.1900,3120.1800,LINE_INCLUDE_VAT,1230.0000,233.7000,0.1900
42254,INV,VFDD0015040,ARFL01111DK118849956,1.000000,2169.0000,412.1100,0.1900,2581.1100,LINE_INCLUDE_VAT,278.0000,52.8200,0.1900
42255,INV,VFDD0015040,ARFS05269DK211049999,1.000000,2169.0000,412.1100,0.1900,2581.1100,LINE_INCLUDE_VAT,167.0000,31.7300,0.1900
42256,INV,VFDD0015040,ARFL01111DK118849952,1.000000,2169.0000,412.1100,0.1900,2581.1100,LINE_INCLUDE_VAT,278.0000,52.8200,0.1900
42257,INV,VFDD0015040,ARFL01111DK118849954,1.000000,2169.0000,412.1100,0.1900,2581.1100,LINE_INCLUDE_VAT,278.0000,52.8200,0.1900
42258,INV,VFDD0015040,ARFS14269DK211049999,1.000000,2169.0000,412.1100,0.1900,2581.1100,LINE_INCLUDE_VAT,167.0000,31.7300,0.1900
42259,INV,VFDD0015040,ARFS01269DK211049999,1.000000,2169.0000,412.1100,0.1900,2581.1100,LINE_INCLUDE_VAT,167.0000,31.7300,0.1900
42260,INV,VFDD0015040,ARFL01111DK118849960,1.000000,2169.0000,412.1100,0.1900,2581.1100,LINE_INCLUDE_VAT,278.0000,52.8200,0.1900
42261,INV,VFDD0015040,ARFL01111DK118849959,1.000000,2169.0000,412.1100,0.1900,2581.1100,LINE_INCLUDE_VAT,278.0000,52.8200,0.1900
682,INV,VDSK1724,JIKI12114DKJI4002399,6.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,233.8800,0.0000,0.0000
683,INV,VDSK1724,JIKI12114DKJI4002399,12.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,467.7600,0.0000,0.0000
684,INV,VDSK1724,JIKI12114DKJI4002399,18.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,701.6400,0.0000,0.0000
685,INV,VDSK1724,JIKI12114DKJI4002399,18.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,701.6400,0.0000,0.0000
686,INV,VDSK1724,JIKI12114DKJI4002399,12.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,467.7600,0.0000,0.0000
687,INV,VDSK1724,JIKNB2185DKJI6004899,6.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,247.0800,0.0000,0.0000
688,INV,VDSK1724,JIKNB2185DKJI6004899,12.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,494.1600,0.0000,0.0000
689,INV,VDSK1724,JIKNB2185DKJI6004899,18.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,741.2400,0.0000,0.0000
690,INV,VDSK1724,JIKNB2185DKJI6004899,18.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,741.2400,0.0000,0.0000
691,INV,VDSK1724,JIKNB2185DKJI6004899,12.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,494.1600,0.0000,0.0000
692,INV,VDSK1724,K3KI01195DKK36001899,6.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,241.3200,0.0000,0.0000
693,INV,VDSK1724,K3KI01195DKK36001899,18.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,723.9600,0.0000,0.0000
694,INV,VDSK1724,K3KI01195DKK36001899,18.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,723.9600,0.0000,0.0000
695,INV,VDSK1724,K3KI01195DKK36001899,12.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,482.6400,0.0000,0.0000
696,INV,VDSK1724,K3KI03195DKK36001899,6.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,241.3200,0.0000,0.0000
697,INV,VDSK1724,K3KI03195DKK36001899,12.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,482.6400,0.0000,0.0000
698,INV,VDSK1724,K3KI03195DKK36001899,18.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,723.9600,0.0000,0.0000
699,INV,VDSK1724,K3KI03195DKK36001899,18.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,723.9600,0.0000,0.0000
700,INV,VDSK1724,K3KI03195DKK36001899,12.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,482.6400,0.0000,0.0000
701,INV,VDSK1724,K3KI01195DKK36001899,12.000000,10599.6000,0.0000,0.0000,10599.6000,ZERO,482.6400,0.0000,0.0000
14387,INV,VFDD00121506,M4KN14111DKM44001199,10.000000,2660.0000,505.4000,0.1900,3165.4000,LINE_INCLUDE_VAT,1330.0000,252.7000,0.1900
14410,INV,VFDD00121506,M4KN01111DKM44001199,10.000000,2660.0000,505.4000,0.1900,3165.4000,LINE_INCLUDE_VAT,1330.0000,252.7000,0.1900
14475,INV,VFDD00123256,E6KN01111BKE66000199,10.000000,1645.9000,312.7200,0.1900,1958.6200,LINE_INCLUDE_VAT,1645.9000,312.7200,0.1900
14601,INV,VFDD00122110,3WKEM9111DKL53212099,6.000000,1314.0000,249.6600,0.1900,1563.6600,LINE_INCLUDE_VAT,1314.0000,249.6600,0.1900
15104,INV,VFDD00122425,W1KN01103DKW16004799,10.000000,6897.0000,1310.4400,0.1900,8207.4400,LINE_INCLUDE_VAT,1368.0000,259.9200,0.1900
15164,INV,VFDD00122425,W1KN50103DKW16004799,10.000000,6897.0000,1310.4400,0.1900,8207.4400,LINE_INCLUDE_VAT,1415.5000,268.9500,0.1900
15207,INV,VFDD00122425,W1KNK7103DKW16004799,10.000000,6897.0000,1310.4400,0.1900,8207.4400,LINE_INCLUDE_VAT,1415.5000,268.9500,0.1900
15289,INV,VFDD00122425,7IKI06195DKKL6000399,10.000000,6897.0000,1310.4400,0.1900,8207.4400,LINE_INCLUDE_VAT,1406.0000,267.1400,0.1900
15309,INV,VFDD00122811,V4KN03114DKVA6000399,10.000000,1159.0000,220.2100,0.1900,1379.2100,LINE_INCLUDE_VAT,1159.0000,220.2100,0.1900
15395,INV,VFDD00122425,W1KN52103DKW16003199,10.000000,6897.0000,1310.4400,0.1900,8207.4400,LINE_INCLUDE_VAT,1292.0000,245.4800,0.1900
15661,INV,VFDD00121750,M4KN42111DKM46000999,10.000000,9842.0000,1870.0100,0.1900,11712.0100,LINE_INCLUDE_VAT,1330.0000,252.7000,0.1900
15704,INV,VFDD00121750,6LKN07111DKMQ6001099,10.000000,9842.0000,1870.0100,0.1900,11712.0100,LINE_INCLUDE_VAT,1320.5000,250.9000,0.1900
27436,CRM,VRDD017558,AREL01111DK355129999,3.000000,627.0000,119.1300,0.1900,746.1300,LINE_INCLUDE_VAT,627.0000,119.1300,0.1900
